timestamp,x,y,z
2026-09-20 21:19:26.763298,0.5232391357421875,-1.5157470703125,-0.63140869140625
2026-09-20 21:19:27.777459,0.5232391357421875,-0.7118377685546875,-0.63140869140625
2026-09-20 21:19:28.778062,0.5232391357421875,-0.7118377685546875,-0.7763519287109375
2026-09-20 21:19:29.790892,-2.16644287109375,-0.7118377685546875,-0.7763519287109375
2026-09-20 21:19:30.804597,-2.16644287109375,0.25347900390625,-0.7763519287109375
2026-09-20 21:19:31.810870,-2.16644287109375,0.25347900390625,0.391357421875
2026-09-20 21:19:32.814260,-3.3503875732421875,0.25347900390625,0.391357421875
2026-09-20 21:19:33.815156,-3.3503875732421875,1.1430511474609375,0.391357421875
2026-09-20 21:19:34.819090,-3.3503875732421875,1.1430511474609375,0.9185028076171875
2026-09-20 21:19:35.824586,-2.955047607421875,1.1430511474609375,0.9185028076171875
2026-09-20 21:19:36.829984,-2.955047607421875,0.9473876953125,0.9185028076171875
2026-09-20 21:19:37.834549,-2.955047607421875,0.9473876953125,0.57098388671875
