timestamp,x,y,z
2026-09-20 21:10:27.023590,0.0903167724609375,-0.0581512451171875,-1.0218505859375
2026-09-20 21:10:28.028776,0.0903167724609375,-0.0581512451171875,-0.993621826171875
2026-09-20 21:10:29.043060,0.0909423828125,-0.0581512451171875,-0.993621826171875
2026-09-20 21:10:30.056664,0.0909423828125,-0.056854248046875,-0.993621826171875
2026-09-20 21:10:31.071358,0.0909423828125,-0.056854248046875,-0.99371337890625
2026-09-20 21:10:32.082276,0.0906524658203125,-0.056854248046875,-0.99371337890625
2026-09-20 21:10:33.088628,0.0906524658203125,-0.0575408935546875,-0.99371337890625
2026-09-20 21:10:34.103623,0.0906524658203125,-0.0575408935546875,-0.9935302734375
2026-09-20 21:10:35.117336,0.0895843505859375,-0.0575408935546875,-0.9935302734375
2026-09-20 21:10:36.133282,0.0895843505859375,-0.057861328125,-0.9935302734375
2026-09-20 21:10:37.137904,0.0895843505859375,-0.057861328125,-0.9928741455078125
2026-09-20 21:10:38.139430,0.0901641845703125,-0.057861328125,-0.9928741455078125
