timestamp,x,y,z
2026-09-20 21:18:15.160037,2.4083709716796875,0.5153350830078125,0.248260498046875
2026-09-20 21:18:16.170806,2.4083709716796875,-1.9898681640625,0.248260498046875
2026-09-20 21:18:17.172899,2.4083709716796875,-1.9898681640625,-0.329864501953125
2026-09-20 21:18:18.184063,-0.50506591796875,-1.9898681640625,-0.329864501953125
2026-09-20 21:18:19.189808,-0.50506591796875,-0.537750244140625,-0.329864501953125
2026-09-20 21:18:20.200629,-0.50506591796875,-0.537750244140625,0.1685791015625
2026-09-20 21:18:21.204555,-2.52874755859375,-0.537750244140625,0.1685791015625
2026-09-20 21:18:22.218836,-2.52874755859375,0.5527496337890625,0.1685791015625
2026-09-20 21:18:23.233117,-2.52874755859375,0.5527496337890625,0.3643035888671875
2026-09-20 21:18:24.235131,2.8580780029296875,0.5527496337890625,0.3643035888671875
2026-09-20 21:18:25.250277,2.8580780029296875,-2.2456817626953125,0.3643035888671875
2026-09-20 21:18:26.251954,2.8580780029296875,-2.2456817626953125,-0.7388763427734375
